entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2022,1.2335
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2021,1.0499
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2020,1.0499
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2018,2.9892
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2016,0.75
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2015,0.7155
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2011,0.4857
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2010,0.3869
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2009,1.6014
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2008,4.3629
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2006,5.6875
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2005,3.2586
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2003,1.2312
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2002,1.9137
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2000,7.4099
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1993,0.75
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1992,6.5996
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1991,7.344
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1990,7.4099
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1989,3.4748
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1988,7.4998
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1987,8.3
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1986,8.085
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1985,10.0
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1983,7.2361
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1982,5.5
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1981,0.7499
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1980,5.5
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1979,4.0034
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1978,7.0
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1977,7.5
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1976,6.0
EGY,"Egypt, Arab Rep.",African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1974,6.0
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2023,2.2671
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2022,6.3468
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2021,2.4409
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2020,3.5785
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2018,7.9358
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2017,5.823
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2016,1.8968
EGY,"Egypt, Arab Rep.",African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2015,0.604
EGY,"Egypt, Arab Rep.",Arab African International Bank,Lower middle income,Africa,DT.INR.OFFT,2015,0.604
EGY,"Egypt, Arab Rep.",Arab African International Bank,Lower middle income,Africa,DT.INR.OFFT,1991,7.4369
EGY,"Egypt, Arab Rep.",Arab African International Bank,Lower middle income,Africa,DT.INR.OFFT,1990,9.5
EGY,"Egypt, Arab Rep.",Arab African International Bank,Lower middle income,Africa,DT.INR.OFFT,1981,14.935
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2022,4.505
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2021,2.0
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2020,2.5377
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2018,2.5252
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2017,2.5
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2016,3.0
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2015,1.7271
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2014,0.2753
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2012,1.2962
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2011,0.4031
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2010,2.5
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2009,0.5481
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2008,2.9999
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2005,1.0825
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2004,2.8844
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2003,3.0
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2002,3.0
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2001,3.0
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,2000,2.9999
EGY,"Egypt, Arab Rep.",Arab Fund for Economic & Social Development,Lower middle income,Africa,DT.INR.OFFT,1997,7.5
