entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2023,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2022,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2021,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2020,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2019,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2018,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2015,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2010,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2008,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2006,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2005,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2004,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2003,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2002,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1998,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1989,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1987,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1983,0.75
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1982,4.0854
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1981,7.5
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1980,5.9736
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1979,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,5.4677
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1977,4.1799
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1976,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1975,0.7499
NER,Niger,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1972,7.0
