entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2022,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2020,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2019,0.8085
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2015,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2009,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2008,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2007,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2005,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2004,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2003,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2002,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2000,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1999,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1997,0.7325
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1992,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1991,3.3076
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1990,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1988,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1987,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1986,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,6.7606
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1983,9.5
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1982,0.7499
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1980,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1979,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,8.0
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1977,4.4688
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1976,0.75
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1975,6.3042
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1974,7.0
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1972,6.9999
MWI,Malawi,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1970,7.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2018,1.5
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2013,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2012,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2011,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2010,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2009,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2008,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2006,1.0
MWI,Malawi,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2004,2.0
MWI,Malawi,Austria,Low income,Africa,DT.INR.OFFT,1990,2.7499
MWI,Malawi,China,Low income,Africa,DT.INR.OFFT,2020,1.0
MWI,Malawi,China,Low income,Africa,DT.INR.OFFT,2016,1.9999
MWI,Malawi,China,Low income,Africa,DT.INR.OFFT,2013,2.0
MWI,Malawi,China,Low income,Africa,DT.INR.OFFT,2011,2.0
MWI,Malawi,China,Low income,Africa,DT.INR.OFFT,2009,1.9999
MWI,Malawi,Dev. Bank of the Central African States (BDEAC),Low income,Africa,DT.INR.OFFT,1995,9.9999
MWI,Malawi,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1990,2.0
MWI,Malawi,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1987,0.5381
MWI,Malawi,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1984,0.75
MWI,Malawi,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1981,1.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2022,0.2301
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2021,0.4849
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2020,0.3852
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2017,1.2771
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2016,1.45
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2015,1.45
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,2008,2.4999
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1993,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1991,4.7066
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1990,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1989,5.15
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1988,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1987,7.25
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1986,4.8481
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1984,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1983,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1981,2.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1980,7.7803
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1978,1.0
MWI,Malawi,European Investment Bank,Low income,Africa,DT.INR.OFFT,1977,5.9152
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1991,12.0
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1990,2.5
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1988,2.5
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1987,7.3999
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1986,7.0931
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1985,2.5
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1985,9.9798
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1984,9.9927
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1983,2.4999
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1983,10.0939
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1982,2.9999
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1982,9.9999
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1981,8.2499
MWI,Malawi,France,Low income,Africa,DT.INR.OFFT,1980,3.0
MWI,Malawi,France,Low income,Africa,DT.INR.PRVT,1977,8.7499
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1990,9.3999
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1988,8.3
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1985,9.85
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1983,12.0
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1982,14.0
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1981,16.3099
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1979,7.25
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1978,1.0416
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1977,10.4999
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1976,0.75
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1975,0.75
MWI,Malawi,Germany,Low income,Africa,DT.INR.PRVT,1975,6.5
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1974,0.7499
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1971,2.0
MWI,Malawi,Germany,Low income,Africa,DT.INR.OFFT,1970,2.0
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,2020,1.5
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,2016,1.5
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,2012,1.75
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,2011,1.75
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,2008,1.75
MWI,Malawi,India,Low income,Africa,DT.INR.OFFT,1981,8.5
MWI,Malawi,International Finance Corporation,Low income,Africa,DT.INR.OFFT,1988,12.85
MWI,Malawi,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2023,0.362
MWI,Malawi,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2020,0.7499
MWI,Malawi,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2019,1.45
MWI,Malawi,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2018,0.75
