entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2023,1.4205
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2022,1.197
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2021,1.385
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2020,1.2943
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2019,1.0932
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2018,0.4419
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2017,1.2798
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2016,0.9011
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2015,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2014,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2013,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2012,0.6608
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2011,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2010,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2009,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2007,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2006,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2005,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2004,0.7738
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2002,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2000,0.7499
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1999,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1998,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1996,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1991,3.0889
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1989,4.2537
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1987,2.0131
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1986,0.75
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1985,10.0
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1983,6.4717
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1981,5.9049
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1980,8.0
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1979,3.4787
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1978,6.9999
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1977,8.0
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1976,1.0
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1975,6.0
KEN,Kenya,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1974,6.0
