entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2023,1.0
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2022,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2021,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2020,0.7499
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2018,0.7499
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,0.7499
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2015,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2013,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.5
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1990,3.9999
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,9.5
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,6.1984
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1983,9.5
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1982,0.75
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1981,8.5
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1979,8.0
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,7.9999
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1977,6.6019
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1975,7.0
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1974,7.0
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1973,7.0
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1972,6.9999
LBR,Liberia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1970,7.0
LBR,Liberia,African Export-Import Bank,Low income,Africa,DT.INR.OFFT,2018,7.0
LBR,Liberia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2014,1.0
LBR,Liberia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2013,0.5
LBR,Liberia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1978,6.1011
LBR,Liberia,Canada,Low income,Africa,DT.INR.OFFT,1978,8.0
LBR,Liberia,China,Low income,Africa,DT.INR.OFFT,2016,1.9999
LBR,Liberia,Economic Community of West African States (ECOWAS),Low income,Africa,DT.INR.OFFT,2019,2.25
LBR,Liberia,Economic Community of West African States (ECOWAS),Low income,Africa,DT.INR.OFFT,1986,7.5
LBR,Liberia,Economic Community of West African States (ECOWAS),Low income,Africa,DT.INR.OFFT,1984,7.4999
LBR,Liberia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1977,1.0
LBR,Liberia,European Economic Community (EEC),Low income,Africa,DT.INR.OFFT,1979,0.75
LBR,Liberia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2012,1.4299
LBR,Liberia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1984,7.0999
LBR,Liberia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1981,6.3
LBR,Liberia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1978,5.7734
LBR,Liberia,Finland,Low income,Africa,DT.INR.OFFT,1981,2.0
LBR,Liberia,France,Low income,Africa,DT.INR.OFFT,1983,4.4999
LBR,Liberia,France,Low income,Africa,DT.INR.PRVT,1983,10.2096
LBR,Liberia,France,Low income,Africa,DT.INR.OFFT,1982,5.5
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1984,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1983,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1982,1.9999
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1980,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1979,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1978,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.PRVT,1978,13.8699
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1977,1.9999
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1976,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1974,2.0
LBR,Liberia,Germany,Low income,Africa,DT.INR.OFFT,1972,2.9999
