entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2023,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2013,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2010,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2009,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2008,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2007,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2006,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2004,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2003,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2002,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2000,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1999,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1998,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1997,0.8147
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1994,0.7499
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1992,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1990,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1989,0.75
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1988,2.6846
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1986,1.0
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,5.4095
MOZ,Mozambique,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,8.3036
MOZ,Mozambique,Angola,Low income,Africa,DT.INR.OFFT,2008,6.5
MOZ,Mozambique,Arab African International Bank,Low income,Africa,DT.INR.OFFT,1994,3.0
MOZ,Mozambique,Arab African International Bank,Low income,Africa,DT.INR.OFFT,1992,4.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2018,1.25
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2016,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2015,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2014,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2013,1.2307
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2012,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2011,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2010,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2009,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2008,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2007,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2005,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2004,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2002,1.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1999,3.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1998,3.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1995,3.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1993,3.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1991,4.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1989,4.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1986,6.0
MOZ,Mozambique,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1984,2.0
MOZ,Mozambique,Austria,Low income,Africa,DT.INR.PRVT,2019,2.9121
MOZ,Mozambique,Austria,Low income,Africa,DT.INR.PRVT,2013,1.0
MOZ,Mozambique,Austria,Low income,Africa,DT.INR.PRVT,2012,1.0
MOZ,Mozambique,Austria,Low income,Africa,DT.INR.PRVT,1987,8.0
MOZ,Mozambique,Brazil,Low income,Africa,DT.INR.OFFT,2014,0.3345
MOZ,Mozambique,Brazil,Low income,Africa,DT.INR.OFFT,2013,2.2599
MOZ,Mozambique,Brazil,Low income,Africa,DT.INR.OFFT,2011,2.0
MOZ,Mozambique,Brazil,Low income,Africa,DT.INR.PRVT,1985,2.0
MOZ,Mozambique,Bulgaria,Low income,Africa,DT.INR.OFFT,2015,5.0
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2020,2.5
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2017,2.0
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2014,2.1384
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2013,1.0597
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2012,3.2162
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2010,0.6977
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2009,2.0
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,2007,1.9027
MOZ,Mozambique,China,Low income,Africa,DT.INR.OFFT,1984,1.1185
MOZ,Mozambique,Cuba,Low income,Africa,DT.INR.OFFT,1984,5.0
MOZ,Mozambique,Denmark,Low income,Africa,DT.INR.PRVT,2022,0.25
MOZ,Mozambique,Denmark,Low income,Africa,DT.INR.PRVT,2017,0.25
MOZ,Mozambique,Denmark,Low income,Africa,DT.INR.PRVT,2015,1.0
MOZ,Mozambique,Denmark,Low income,Africa,DT.INR.PRVT,2007,5.6999
MOZ,Mozambique,Denmark,Low income,Africa,DT.INR.PRVT,2006,4.8861
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,2020,0.92
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,2014,0.9899
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,2011,1.7499
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,2009,1.8033
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,2006,2.0999
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1998,0.5
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1995,0.5
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1994,1.0
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1990,1.0
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1988,7.0
MOZ,Mozambique,European Investment Bank,Low income,Africa,DT.INR.OFFT,1987,5.0
MOZ,Mozambique,Finland,Low income,Africa,DT.INR.OFFT,1989,0.75
MOZ,Mozambique,Finland,Low income,Africa,DT.INR.OFFT,1987,0.75
MOZ,Mozambique,Finland,Low income,Africa,DT.INR.PRVT,1984,8.0
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,2014,1.9109
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,2012,2.1144
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,2010,1.0
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,2000,6.59
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1994,1.8362
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1993,2.4983
MOZ,Mozambique,France,Low income,Africa,DT.INR.PRVT,1993,1.4999
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1992,1.8551
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1990,1.9302
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1989,1.9528
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1988,4.4294
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1987,3.9318
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1986,4.9999
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1985,4.9583
MOZ,Mozambique,France,Low income,Africa,DT.INR.OFFT,1984,4.6318
MOZ,Mozambique,France,Low income,Africa,DT.INR.PRVT,1984,7.1037
MOZ,Mozambique,Germany,Low income,Africa,DT.INR.PRVT,1989,3.0
