entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2023,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2020,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2019,3.048
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2018,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2015,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2013,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.6101
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2010,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2009,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2008,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2007,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2006,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2005,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2004,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2003,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2002,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2000,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1999,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1997,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1992,4.2259
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1991,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1989,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1988,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1987,0.6822
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1986,1.2905
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1983,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1982,2.1358
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1981,1.1832
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1980,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1979,5.1266
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1977,2.8535
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1976,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1975,0.75
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1974,0.7499
MLI,Mali,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1970,7.0
MLI,Mali,Algeria,Low income,Africa,DT.INR.OFFT,1993,2.4
MLI,Mali,Algeria,Low income,Africa,DT.INR.OFFT,1986,5.0
MLI,Mali,Algeria,Low income,Africa,DT.INR.OFFT,1983,6.0
MLI,Mali,Algeria,Low income,Africa,DT.INR.OFFT,1982,2.5
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2016,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2011,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2010,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2009,1.4615
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2008,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2007,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2006,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2005,1.0
MLI,Mali,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2004,3.0
