entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2005,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2003,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2002,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2000,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1999,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1998,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1997,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1995,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1992,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1989,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1988,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1987,0.7162
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1986,0.7254
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1981,0.7499
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1976,0.75
TCD,Chad,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1974,0.75
TCD,Chad,Angola,Low income,Africa,DT.INR.OFFT,2017,0.3
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2022,0.75
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2020,2.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2018,1.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2016,1.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2015,1.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2013,1.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2007,1.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2005,2.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2003,1.75
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2001,2.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1999,2.0
TCD,Chad,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1998,3.0
