entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2023,1.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2022,1.3078
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2021,1.2575
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2020,1.2675
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2019,1.1008
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2018,0.5928
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2017,0.3227
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2015,0.1847
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2014,0.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2013,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2012,0.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2011,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2010,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2009,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2008,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2007,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2004,0.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2003,1.1194
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2002,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2001,0.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,2000,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1999,0.75
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1998,0.7499
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1994,5.46
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1991,7.9818
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1990,4.8026
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1989,7.0574
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1988,4.5904
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1987,6.9521
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1985,8.0605
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1983,8.1186
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1982,9.6501
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1981,5.7549
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1980,7.9999
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1979,8.5
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1977,8.0
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1976,8.0
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1975,7.7454
CMR,Cameroon,African Dev. Bank,Lower middle income,Africa,DT.INR.OFFT,1973,5.9999
CMR,Cameroon,African Export-Import Bank,Lower middle income,Africa,DT.INR.PRVT,2023,9.038
CMR,Cameroon,African Export-Import Bank,Lower middle income,Africa,DT.INR.OFFT,2021,5.0
CMR,Cameroon,Algeria,Lower middle income,Africa,DT.INR.OFFT,1975,1.0
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2022,2.5
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2020,0.2545
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2018,1.2142
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2016,3.5199
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2015,6.5
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2011,1.0
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2010,1.0
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2009,1.923
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2007,1.0
CMR,Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Lower middle income,Africa,DT.INR.OFFT,2004,2.0
