entity_code,entity_name,counterpart_name,income_level,continent,indicator_code,year,value
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2023,1.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2022,1.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2021,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2020,1.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2018,0.462
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2017,1.3002
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2016,0.8757
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2015,0.6185
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2014,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2013,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2012,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2011,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2010,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2008,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2007,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2005,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2004,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,2001,1.0865
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1997,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1993,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1992,2.5328
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1991,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1990,7.4894
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1989,0.7499
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1988,6.7968
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1987,6.1692
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1986,7.9612
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1985,0.75
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1984,9.2415
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1983,9.5
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1982,4.3104
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1981,3.5551
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1980,5.2004
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1979,3.2766
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1978,7.0
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1974,6.0
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1973,5.9999
ZMB,Zambia,African Dev. Bank,Low income,Africa,DT.INR.OFFT,1971,6.0
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2011,1.0
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2010,1.0
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2006,0.3876
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,2004,2.0
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1982,8.0
ZMB,Zambia,Arab Bank for Economic Dev. in Africa (BADEA),Low income,Africa,DT.INR.OFFT,1978,4.0
ZMB,Zambia,Arab Fund for Tech. Assist. to African Countries,Low income,Africa,DT.INR.OFFT,2004,9.0
ZMB,Zambia,Austria,Low income,Africa,DT.INR.PRVT,1984,8.75
ZMB,Zambia,Austria,Low income,Africa,DT.INR.PRVT,1979,6.964
ZMB,Zambia,Austria,Low income,Africa,DT.INR.PRVT,1977,6.8
ZMB,Zambia,Austria,Low income,Africa,DT.INR.OFFT,1975,2.9999
ZMB,Zambia,Austria,Low income,Africa,DT.INR.PRVT,1974,6.0
ZMB,Zambia,Bahamas,Low income,Africa,DT.INR.PRVT,1997,7.0
ZMB,Zambia,Bahamas,Low income,Africa,DT.INR.PRVT,1992,3.5
ZMB,Zambia,Bahamas,Low income,Africa,DT.INR.PRVT,1989,10.5
ZMB,Zambia,Bahamas,Low income,Africa,DT.INR.PRVT,1986,11.75
ZMB,Zambia,Bermuda,Low income,Africa,DT.INR.PRVT,1970,7.0
ZMB,Zambia,Bondholders,Low income,Africa,DT.INR.PRVT,2015,8.97
ZMB,Zambia,Bondholders,Low income,Africa,DT.INR.PRVT,2014,8.5
ZMB,Zambia,Bondholders,Low income,Africa,DT.INR.PRVT,2012,5.375
ZMB,Zambia,Bondholders,Low income,Africa,DT.INR.PRVT,1977,8.5
ZMB,Zambia,Brazil,Low income,Africa,DT.INR.OFFT,2002,6.65
ZMB,Zambia,Brazil,Low income,Africa,DT.INR.PRVT,1983,10.0
ZMB,Zambia,Brazil,Low income,Africa,DT.INR.PRVT,1982,10.0
ZMB,Zambia,Bulgaria,Low income,Africa,DT.INR.OFFT,1979,3.5
ZMB,Zambia,Canada,Low income,Africa,DT.INR.OFFT,1993,4.375
ZMB,Zambia,Canada,Low income,Africa,DT.INR.OFFT,1979,12.0
ZMB,Zambia,Canada,Low income,Africa,DT.INR.OFFT,1974,7.5902
ZMB,Zambia,Canada,Low income,Africa,DT.INR.OFFT,1972,6.75
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2019,5.7223
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2019,5.5166
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2018,5.728
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2018,5.5381
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2017,3.6528
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2017,4.7455
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2016,3.1241
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2016,4.2599
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2015,3.9966
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2015,3.5515
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2014,2.0
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2013,4.3881
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2011,1.7737
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2011,2.9031
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2010,1.936
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2009,1.9117
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2007,1.9999
ZMB,Zambia,China,Low income,Africa,DT.INR.OFFT,2006,2.0
ZMB,Zambia,China,Low income,Africa,DT.INR.PRVT,2006,7.8468
ZMB,Zambia,Czechia,Low income,Africa,DT.INR.OFFT,1982,2.5
ZMB,Zambia,Czechia,Low income,Africa,DT.INR.OFFT,1970,5.0
ZMB,Zambia,Denmark,Low income,Africa,DT.INR.PRVT,2014,2.7752
ZMB,Zambia,Denmark,Low income,Africa,DT.INR.OFFT,1981,9.0
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1987,1.0
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1986,5.9999
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1984,1.0
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1982,3.9999
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1981,1.9999
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1980,1.0
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1979,1.0
ZMB,Zambia,European Development Fund (EDF),Low income,Africa,DT.INR.OFFT,1978,1.0
ZMB,Zambia,European Economic Community (EEC),Low income,Africa,DT.INR.OFFT,1980,0.75
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2018,1.5
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2017,0.6964
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2015,0.832
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2013,1.513
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2012,1.3033
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,2011,1.745
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1995,6.5
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1994,2.3752
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1989,2.0
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1985,2.0
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1981,7.9999
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1980,8.0
ZMB,Zambia,European Investment Bank,Low income,Africa,DT.INR.OFFT,1978,5.4499
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1978,0.7499
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1977,0.75
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1976,0.75
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1975,0.75
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1974,0.7499
ZMB,Zambia,Finland,Low income,Africa,DT.INR.OFFT,1973,2.0
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,2016,2.5
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,2014,6.25
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,2012,1.5957
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,1997,1.6
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,1990,8.2349
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1985,9.85
ZMB,Zambia,France,Low income,Africa,DT.INR.OFFT,1984,2.9999
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1984,9.4999
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1982,9.295
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1981,8.3316
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1980,7.4381
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1978,8.4999
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1975,6.4
ZMB,Zambia,France,Low income,Africa,DT.INR.PRVT,1970,7.4999
ZMB,Zambia,German Dem. Rep.,Low income,Africa,DT.INR.OFFT,1989,2.5
ZMB,Zambia,German Dem. Rep.,Low income,Africa,DT.INR.PRVT,1980,8.2438
ZMB,Zambia,German Dem. Rep.,Low income,Africa,DT.INR.OFFT,1979,2.5
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1999,6.0999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1994,11.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1992,0.75
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1990,1.9999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1989,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1986,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1986,8.7499
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1985,6.398
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1984,1.9999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1984,9.4999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1983,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1982,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1981,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1981,10.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1980,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1980,6.7792
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1979,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1978,1.9999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1978,7.7499
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1976,2.0
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1976,7.8877
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1975,7.75
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1974,10.5
ZMB,Zambia,Germany,Low income,Africa,DT.INR.OFFT,1973,1.9999
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1973,7.25
ZMB,Zambia,Germany,Low income,Africa,DT.INR.PRVT,1972,7.1777
ZMB,Zambia,Hong Kong,Low income,Africa,DT.INR.PRVT,2019,5.6588
ZMB,Zambia,Hong Kong,Low income,Africa,DT.INR.PRVT,2016,0.25
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,2018,3.7458
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,2017,4.2576
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,2012,2.4834
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,2010,1.75
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,2003,2.22
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,1990,8.13
ZMB,Zambia,India,Low income,Africa,DT.INR.PRVT,1988,8.5
ZMB,Zambia,India,Low income,Africa,DT.INR.PRVT,1983,9.722
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,1982,8.5
ZMB,Zambia,India,Low income,Africa,DT.INR.PRVT,1980,7.4999
ZMB,Zambia,India,Low income,Africa,DT.INR.OFFT,1979,6.1628
ZMB,Zambia,India,Low income,Africa,DT.INR.PRVT,1979,7.5
ZMB,Zambia,International Finance Corporation,Low income,Africa,DT.INR.OFFT,1987,10.375
ZMB,Zambia,International Finance Corporation,Low income,Africa,DT.INR.OFFT,1984,12.6201
ZMB,Zambia,International Finance Corporation,Low income,Africa,DT.INR.OFFT,1981,12.5
ZMB,Zambia,International Finance Corporation,Low income,Africa,DT.INR.OFFT,1979,12.6792
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2018,2.0
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2017,0.7499
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2015,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2014,0.7499
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2011,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2010,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2006,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,2005,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,1995,0.75
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,1992,1.0
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,1987,1.0
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,1982,1.0
ZMB,Zambia,International Fund for Agricultural Dev.,Low income,Africa,DT.INR.OFFT,1981,0.75
ZMB,Zambia,Iraq,Low income,Africa,DT.INR.OFFT,1981,10.0
ZMB,Zambia,Iraq,Low income,Africa,DT.INR.OFFT,1979,2.5
ZMB,Zambia,Ireland,Low income,Africa,DT.INR.PRVT,1983,10.0
ZMB,Zambia,Ireland,Low income,Africa,DT.INR.PRVT,1982,7.75
ZMB,Zambia,Israel,Low income,Africa,DT.INR.PRVT,2019,4.9568
ZMB,Zambia,Israel,Low income,Africa,DT.INR.PRVT,2018,4.8984
ZMB,Zambia,Israel,Low income,Africa,DT.INR.PRVT,2017,3.9469
ZMB,Zambia,Israel,Low income,Africa,DT.INR.PRVT,2016,3.4101
ZMB,Zambia,Italy,Low income,Africa,DT.INR.OFFT,1988,8.3
ZMB,Zambia,Italy,Low income,Africa,DT.INR.OFFT,1987,1.5
ZMB,Zambia,Italy,Low income,Africa,DT.INR.OFFT,1985,9.85
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1981,5.8055
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1980,7.8741
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1979,7.0797
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1978,7.7837
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1977,9.5
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1975,8.0
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1974,7.0
ZMB,Zambia,Italy,Low income,Africa,DT.INR.PRVT,1972,7.0
ZMB,Zambia,Japan,Low income,Africa,DT.INR.OFFT,2012,0.01
ZMB,Zambia,Japan,Low income,Africa,DT.INR.OFFT,2009,0.005
ZMB,Zambia,Japan,Low income,Africa,DT.INR.OFFT,1995,5.8
ZMB,Zambia,Japan,Low income,Africa,DT.INR.PRVT,1995,10.0
